Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f2c7af08e9e1ee1173f78465d0c5b8d6341e50b3dd88973c400bf795fa80472c,2017-03,Humberside Police,Humberside Police,-0.888309,53.714995,On or near Sports/Recreation Area,E01012993,East Riding of Yorkshire 040A,Unable to prosecute suspect
2ae03be301e6d9160082d4d788c99192b572746dd8d8fe8099aad208bd3f5a9d,2017-03,Humberside Police,Humberside Police,-0.640142,53.584038,On or near AVON ROAD,E01013313,North Lincolnshire 010C,Unable to prosecute suspect
5c5bc9d43e56f88eb303dbf9be2d3b4b0266d71203c6e14c960360ed7520423c,2017-03,Humberside Police,Humberside Police,-0.267651,53.774203,On or near DRAYTON CLOSE,E01012837,Kingston upon Hull 010D,Unable to prosecute suspect
a92e86bb6c384090560beb85744a6e9850f732d925de6474dffe5e5773ff94b3,2017-03,Humberside Police,Humberside Police,-0.343300,53.745671,On or near Shopping Area,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
4a9b4a32b6323d196d8a58670367f1c04e86578799de59928a04f3c82c485ec0,2017-03,Humberside Police,Humberside Police,-0.379074,53.785443,On or near 36TH AVENUE,E01012878,Kingston upon Hull 003D,Unable to prosecute suspect
db56887a6be41bfba24d71de93421daf08ae662f6ff7f9d17a07954361d33ada,2017-03,Humberside Police,Humberside Police,-0.438151,53.849572,On or near THE PADDOCK,E01013070,East Riding of Yorkshire 016F,Unable to prosecute suspect
1bae03f2af6d9ad5b46f368e97aa7b56e4fab2a930931593461c82722d963f1c,2017-03,Humberside Police,Humberside Police,-0.054817,53.571727,On or near MONTAGUE STREET,E01013201,North East Lincolnshire 005C,Unable to prosecute suspect
dbc3d7a37fcb6d419a3f3d6ed8ff82717a76a8310304e83031d2e90c876a93cd,2017-03,Humberside Police,Humberside Police,-0.675002,53.569705,On or near CHAPMAN AVENUE,E01013281,North Lincolnshire 016C,Unable to prosecute suspect
a46a4fdb30faf66e493d5ef34b62b0bf88b5cd5e67f170743ee2f7355576f2f9,2017-03,Humberside Police,Humberside Police,-0.644883,53.590707,On or near Shopping Area,E01013330,North Lincolnshire 008D,Unable to prosecute suspect
6e0204a9a3a0dc0dd828f77b255eb61bf8748630dfc1fe1e11511f2ee7f2311f,2017-03,Humberside Police,Humberside Police,-0.690924,53.586159,On or near DERBY ROAD,E01013286,North Lincolnshire 005A,Unable to prosecute suspect
22a87fcc8c94f2c5a38131dd77032c0e8dab38c511643e7bbe6b4c728940619e,2017-03,Humberside Police,Humberside Police,-0.867113,53.705880,On or near BROADWAY,E01013004,East Riding of Yorkshire 041E,Unable to prosecute suspect
3ab3c3fc74112a417c34fa63ef4ec087acfea46bc53fc74a59c1811883783245,2017-03,Humberside Police,Humberside Police,-0.366143,53.735773,On or near SEFTON STREET,E01012889,Kingston upon Hull 030B,Unable to prosecute suspect
54a8f7ab216ab8f2dc566db620d5e2dba5d6f2a0e80488c864d3bf306aa0c72b,2017-03,Humberside Police,Humberside Police,-0.127408,53.570242,On or near Parking Area,E01013144,North East Lincolnshire 004A,Unable to prosecute suspect
7e9461d39eb9571d521d5a9953eb41bf8ac6da0ce0d0cf44cea5527036c8e267,2017-03,Humberside Police,Humberside Police,-0.045330,53.569478,On or near NEVILLE STREET,E01013202,North East Lincolnshire 005D,Unable to prosecute suspect
80beae0b067de6661cd47a5736909d797dbf29abed8f8276abff04e741937e87,2017-03,Humberside Police,Humberside Police,-0.651681,53.591701,On or near ALLANBY STREET,E01013330,North Lincolnshire 008D,Unable to prosecute suspect
ad6514cba61953464f70c4a6aef42e7f21d67030501aa9bf835bbe1413f18516,2017-03,Humberside Police,Humberside Police,-0.386480,53.774809,On or near REDHILL PARK,E01012913,Kingston upon Hull 014E,Unable to prosecute suspect
81427e107e247bb4d1803a30f676bd2878ba1aff277df72f61b3cfe69dd4ac4c,2017-03,Humberside Police,Humberside Police,-0.695320,53.586656,On or near Sports/Recreation Area,E01013286,North Lincolnshire 005A,Unable to prosecute suspect
56a068d3cd110ec95e293d3eef3c8d91e2bd380afbf5b0a56fdb75bf219ba511,2017-03,Humberside Police,Humberside Police,-0.374540,53.747240,On or near WALTON STREET,E01012859,Kingston upon Hull 030A,Unable to prosecute suspect
b9bf00e1191fa4e92318696c8e004e48dcc5d0553cd8b022ddb046269972d0c3,2017-03,Humberside Police,Humberside Police,-0.273416,53.757234,On or near MARFLEET LANE,E01012843,Kingston upon Hull 021B,Unable to prosecute suspect
13d66956c083059c3d7527b2b8f81f238bf95a2988606959f10bf798d57ecd1e,2017-03,Humberside Police,Humberside Police,-0.350173,53.739006,On or near BATHURST STREET,E01012854,Kingston upon Hull 029C,Unable to prosecute suspect
b4b06ddc279ba174919504480d74c8676d8216de951cd1e1979dc24c1eb83829,2017-03,Humberside Police,Humberside Police,-0.398119,53.749311,On or near DUNSTON ROAD,E01012775,Kingston upon Hull 028D,Unable to prosecute suspect
407b31fac3bfaf84dd8b1cde6b7ddfb43703cd0d04b3001572d3135493eb060c,2017-03,Humberside Police,Humberside Police,-0.105002,53.794045,On or near LOWFIELD LANE,E01013029,East Riding of Yorkshire 021A,Unable to prosecute suspect
dd7b8c4adc28e334343d0424f8866f5c4800ae8dc65c53ccff990972f4921b4e,2017-03,Humberside Police,Humberside Police,-0.309251,53.754463,On or near SHERBURN STREET,E01012805,Kingston upon Hull 026A,Unable to prosecute suspect
737efde4649d6715f062b89d2507850b062681fa0b2b08f2c71062a0ef29f6bd,2017-03,Humberside Police,Humberside Police,-0.677490,53.572231,On or near Supermarket,E01013278,North Lincolnshire 016A,Unable to prosecute suspect
f3c597607e844f9423c04e8963f6ac5b573f0efc81066cfb50ff49629474c174,2017-03,Humberside Police,Humberside Police,-0.095858,53.569924,On or near HAVEN AVENUE,E01013220,North East Lincolnshire 003C,Unable to prosecute suspect
1f3a73dc1fa1833b2d6af47aec87c65e5aab1cbb4e67b9378978f51766a1c02b,2017-03,Humberside Police,Humberside Police,-0.075344,53.560723,On or near TASBURGH STREET,E01013161,North East Lincolnshire 011B,Unable to prosecute suspect
7228c9eecd644e9e0cc37519145e9769f9dbfa2a76cb9a7af3b053f0e4b8d504,2017-03,Humberside Police,Humberside Police,-0.680883,53.561715,On or near ACER GROVE,E01013283,North Lincolnshire 016D,Unable to prosecute suspect
ad7b87ad007f85215cdc07be89636b3f213fa0eb563d1334f4000c6a03f3fcdb,2017-03,Humberside Police,Humberside Police,-0.104802,53.546873,On or near HATCLLFFE CLOSE,E01013208,North East Lincolnshire 019C,Unable to prosecute suspect
bf3ffafb652c2d407266d4fa6b7fe2f914dcfc1d7657f61b64ad70a4efab2448,2017-03,Humberside Police,Humberside Police,-0.104802,53.546873,On or near HATCLLFFE CLOSE,E01013208,North East Lincolnshire 019C,Unable to prosecute suspect
1310b0b7ffd5d10db729bc641b92b6049d0b2e2925500682ea22853f254373e7,2017-03,Humberside Police,Humberside Police,-0.104802,53.546873,On or near HATCLLFFE CLOSE,E01013208,North East Lincolnshire 019C,Unable to prosecute suspect
cef692d647a9925651ff80c43f15b94f00ab2320ee2c461e877235488e81c03b,2017-03,Humberside Police,Humberside Police,-0.104802,53.546873,On or near HATCLLFFE CLOSE,E01013208,North East Lincolnshire 019C,Unable to prosecute suspect
914d8d67c2d4fa3521042404d9652d8d8e617de24e004032f8615588c8446ff7,2017-03,Humberside Police,Humberside Police,-0.378285,53.736999,On or near WESTBOURNE STREET,E01033110,Kingston upon Hull 031G,Unable to prosecute suspect
737efde4649d6715f062b89d2507850b062681fa0b2b08f2c71062a0ef29f6bd,2017-03,Humberside Police,Humberside Police,-0.677490,53.572231,On or near Supermarket,E01013278,North Lincolnshire 016A,Unable to prosecute suspect
34aad76c01a941c03c4749533e6fb6008b7f22d4a0f3386c124766e441542c08,2017-03,Humberside Police,Humberside Police,-0.407371,53.786154,On or near LINDEN AVENUE,E01012955,East Riding of Yorkshire 023B,Unable to prosecute suspect
e6b608d2ab5e38788c8948c3302bae810e3657062f759bdd1c34eaae4674b379,2017-03,Humberside Police,Humberside Police,-0.288331,53.757528,On or near MERTON GROVE,E01012894,Kingston upon Hull 020C,Unable to prosecute suspect
c35d774d997d1148cba9637e09cb00579d1f1817dbde8bc811a7207eeddb4a86,2017-03,Humberside Police,Humberside Police,-0.343277,53.747801,On or near WRIGHT STREET,E01012851,Kingston upon Hull 029A,Unable to prosecute suspect
6b2283d9d895470e2164afc1180b17b5f4d08fe3a09748acdaf2ac12f525a9ca,2017-03,Humberside Police,Humberside Police,-0.072115,53.553030,On or near BRUNEL CLOSE,E01013164,North East Lincolnshire 012D,Unable to prosecute suspect
34aad76c01a941c03c4749533e6fb6008b7f22d4a0f3386c124766e441542c08,2017-03,Humberside Police,Humberside Police,-0.407371,53.786154,On or near LINDEN AVENUE,E01012955,East Riding of Yorkshire 023B,Unable to prosecute suspect
e6b608d2ab5e38788c8948c3302bae810e3657062f759bdd1c34eaae4674b379,2017-03,Humberside Police,Humberside Police,-0.288331,53.757528,On or near MERTON GROVE,E01012894,Kingston upon Hull 020C,Unable to prosecute suspect
56e54fa227695030e9cf6a2815e181ce68ec6a1f402a86d9478c33d3b131d9c1,2017-03,Humberside Police,Humberside Police,-0.638872,53.581227,On or near WARWICK ROAD,E01013313,North Lincolnshire 010C,Unable to prosecute suspect
764cbe65156efbdfb57f96d6208bfd7df3335f798a96e2d8d60bc6f9fb91c15f,2017-03,Humberside Police,Humberside Police,-0.427105,53.678510,On or near KINGSTON VIEW,E01013259,North Lincolnshire 001F,Unable to prosecute suspect
0900b759a5ac2db17c9c256248aaba346b9260b5802ceb7543cc60491638ada6,2017-03,Humberside Police,Humberside Police,-0.115590,53.554451,On or near Parking Area,E01013206,North East Lincolnshire 015A,Unable to prosecute suspect
58c9562876bcdd5e2115f61a7e0fd3d3e7929a5da5f3175cff89834047638774,2017-03,Humberside Police,Humberside Police,-0.373848,53.740004,On or near FARNELLA CLOSE,E01012893,Kingston upon Hull 030E,Unable to prosecute suspect
300bc9402fd2bfaabc3f22486c07464b95f8c74e38be925d6536bfed49a51e12,2017-03,Humberside Police,Humberside Police,-0.251888,53.760230,On or near BRADFORD AVENUE,E01012842,Kingston upon Hull 021A,Unable to prosecute suspect
2c0712e6e6a287ccfe1d95b58ac09e976ab9dd8ff58c8a0315815e265bdb7694,2017-03,Humberside Police,Humberside Police,-0.251888,53.760230,On or near BRADFORD AVENUE,E01012842,Kingston upon Hull 021A,Unable to prosecute suspect
e4e13d1d919883c1d6c41b979f95ed6fb2291362ca5877e7d3c68a3de3a14046,2017-03,Humberside Police,Humberside Police,-0.358287,53.744403,On or near Hospital,E01012852,Kingston upon Hull 024B,Unable to prosecute suspect
6e7e8e030f82fdd059f188253d13fbb5621e58ef6d75858803d125d77565de1e,2017-03,Humberside Police,Humberside Police,-0.324443,53.788916,On or near AXMINSTER CLOSE,E01012788,Kingston upon Hull 002E,Unable to prosecute suspect
b27276b2869b4fe5c9443df6dab2e94f8b36cead11e75d667eb34318ca5f1b38,2017-03,Humberside Police,Humberside Police,-0.126152,53.554230,On or near WROXHAM AVENUE,E01013229,North East Lincolnshire 013E,Unable to prosecute suspect
e4d2197227d8bf1324bc9f32f6c43e4a95100f6349e01858dede509a76b72c1f,2017-03,Humberside Police,Humberside Police,-0.429199,53.744706,On or near Parking Area,E01013107,East Riding of Yorkshire 034E,Unable to prosecute suspect
d370c756b4ea08e3c54fd455f6f0dbb5ff9a48bd4ba559493e7b27bd90b20087,2017-03,Humberside Police,Humberside Police,-0.658169,53.597221,On or near BUCKINGHAM STREET NORTH,E01013296,North Lincolnshire 008A,Unable to prosecute suspect
7630727b559c33fc94cfeba0b3050894e68a3a66e12a157746d22c558dfff800,2017-03,Humberside Police,Humberside Police,-0.389912,53.787422,On or near CALDANE,E01012877,Kingston upon Hull 003C,Unable to prosecute suspect
d12afefb986d459455ef63683f00be41dc608804e4c0967dc2eadb54c78d6531,2017-03,Humberside Police,Humberside Police,-0.077885,53.566275,On or near HOLME STREET,E01013142,North East Lincolnshire 002D,Unable to prosecute suspect
f0b3fbecdad2b79ccccfe6a9a7e91d20498d35100ef825e3502b720a28a83bf1,2017-03,Humberside Police,Humberside Police,-0.345170,53.757122,On or near HADLEIGH CLOSE,E01012856,Kingston upon Hull 024C,Unable to prosecute suspect
a0b69f9edb40258913619656f108ab2bab867e2d9e81d8e8c75fdc6cb9907cb8,2017-03,Humberside Police,Humberside Police,-0.669946,53.600400,On or near Sports/Recreation Area,E01013302,North Lincolnshire 007C,Unable to prosecute suspect
1c77cd3653e7cf7745f1ad4fe3d37ab6b5d029d6947f099c000f9e7e44906570,2017-03,Humberside Police,Humberside Police,-0.353092,53.741914,On or near SORBUS COURT,E01012855,Kingston upon Hull 029D,Unable to prosecute suspect
f16379fcf1c8ac9fb1360d0a94a13b7864843e10d97a2838bbe9e14d3ca183f4,2017-03,Humberside Police,Humberside Police,-0.077393,53.557151,On or near Pedestrian Subway,E01013181,North East Lincolnshire 016A,Unable to prosecute suspect
1afb16777d51021df03b5d5198ac164962565056e411bdae06365f1ee50450e8,2017-03,Humberside Police,Humberside Police,-0.086503,53.570072,On or near ALEXANDRA ROAD,E01013221,North East Lincolnshire 003D,Unable to prosecute suspect
b70e78b6401db5cb86f1a74c7146ccbf2e60f11b098f6722d22ecc871209917f,2017-03,Humberside Police,Humberside Police,-0.088345,53.561705,On or near MANOR AVENUE,E01013187,North East Lincolnshire 008A,Unable to prosecute suspect
160c6513dee95024a0c7f62716e508d190e4a76ad60777c2261db375a9baee74,2017-03,Humberside Police,Humberside Police,-0.351822,53.738714,On or near NEVILLE CLOSE,E01012854,Kingston upon Hull 029C,Unable to prosecute suspect
bb5c661ff789ee3f7890e33c94e6604c0149ff42102b9c8ea21fa0ed1ed62c31,2017-03,Humberside Police,Humberside Police,-0.187776,54.082338,On or near THE CRESCENT,E01012948,East Riding of Yorkshire 005C,Unable to prosecute suspect
3e40fdf1708f2c36fb6012d64b45826cb39b6d9dcf4b609769a86376e2328269,2017-03,Humberside Police,Humberside Police,-0.643508,53.568543,On or near ASHBERRY DRIVE,E01013315,North Lincolnshire 014A,Unable to prosecute suspect
ab218c2fcef02c26f21355c5cafe8782885477e35e046fa40afdcdcdb8c7f90d,2017-03,Humberside Police,Humberside Police,-0.667702,53.562693,On or near WRAWBY ROAD,E01013284,North Lincolnshire 017D,Unable to prosecute suspect
e49e23ace9522f893bb44887aa2d822b5f78a26bb2e68d5dc3f8aa2eacb34025,2017-03,Humberside Police,Humberside Police,-0.667702,53.562693,On or near WRAWBY ROAD,E01013284,North Lincolnshire 017D,Unable to prosecute suspect
6aa2a331a3d0b26955c7059bd9fa9c6d6b94389f387f3c7c9f9f0c4861d6da33,2017-03,Humberside Police,Humberside Police,-0.069967,53.563081,On or near DONNINGTON STREET,E01013159,North East Lincolnshire 011A,Unable to prosecute suspect
dff393484396932c20fae0284a5f74f600520e3eac5eb53d912bc0f29181e2f7,2017-03,Humberside Police,Humberside Police,-0.029836,53.561016,On or near A1098,E01013199,North East Lincolnshire 010C,Unable to prosecute suspect
9230c76c5c938836030c50bf9a7aacd5b3fd7a23ef2f2eb3042075434fe183f0,2017-03,Humberside Police,Humberside Police,-0.364878,53.737904,On or near BOULEVARD,E01012892,Kingston upon Hull 030D,Unable to prosecute suspect
0553098338b3a6553ea30e9f9e196109509805f74c9a68812ed75f89cc5858f4,2017-03,Humberside Police,Humberside Police,-0.283015,53.756571,On or near FLINTON GROVE,E01012897,Kingston upon Hull 017E,Unable to prosecute suspect
6c384d4158f7fe9ae690ab5f4cb7fa3f9a7f62c71913f0d30b6a86e7338c7604,2017-03,Humberside Police,Humberside Police,-0.344710,53.746068,On or near BROOK STREET,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
61d94dd583acbc6228546672702a90990e1784e977bef8fb87f342d00810e944,2017-03,Humberside Police,Humberside Police,-0.341989,53.750471,On or near RODNEY CLOSE,E01012851,Kingston upon Hull 029A,Unable to prosecute suspect
df6396b052b3faa9b278174f3963ef00a77a971b9798e1e375da88d5294c720e,2017-03,Humberside Police,Humberside Police,-0.635094,53.577058,On or near EAST COMMON LANE,E01013311,North Lincolnshire 015C,Unable to prosecute suspect
1ab2751fd4ce27d9e47edee5b2e16c0e8e6c115fbb48d6d12dbaf6a8e2dc595b,2017-03,Humberside Police,Humberside Police,-0.635094,53.577058,On or near EAST COMMON LANE,E01013311,North Lincolnshire 015C,Unable to prosecute suspect
9a6bebf226e72279d63ae40ecefafc33812f2285dca2bcb614ff997473ffc10f,2017-03,Humberside Police,Humberside Police,-0.333550,53.743343,On or near BOWLALLEY LANE,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
37ad2e82e7c52a5a1fbf1c6bca08a2956ff76a7d958446ef347d187105cbd854,2017-03,Humberside Police,Humberside Police,-0.485743,53.561526,On or near WESTERN AVENUE,E01013271,North Lincolnshire 011D,Unable to prosecute suspect
7268472908e17ff9c9c016c08e3de411e6dd0fb83daec4e8c8eb3502df73feba,2017-03,Humberside Police,Humberside Police,-0.205171,54.096900,On or near NORTHFIELD,E01012934,East Riding of Yorkshire 001B,Unable to prosecute suspect
2127406cd4bc525e943874f59a7622f76d72ecb2ce2bacd4453222dea45cfb46,2017-03,Humberside Police,Humberside Police,-0.418234,53.847225,On or near COLTMAN AVENUE,E01013038,East Riding of Yorkshire 017A,Unable to prosecute suspect
dc0849fda67b1ef43a7e15f9b724db26329e3550f7b30c2d81462ea5af26d74a,2017-03,Humberside Police,Humberside Police,-0.301873,53.753101,On or near ROSMEAD STREET,E01012900,Kingston upon Hull 022C,Unable to prosecute suspect
0938fd97a7d04e712d467d0421152d5f90f81b6625db9f7f3c0c528b06e7043e,2017-03,Humberside Police,Humberside Police,-0.343648,53.742988,On or near Parking Area,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
55aaa132cb46d6d119ddf6c5e2848fac3db63cd4a652da74ce61379565a594da,2017-03,Humberside Police,Humberside Police,-0.659962,53.577798,On or near LLOYDS AVENUE,E01013321,North Lincolnshire 012D,Unable to prosecute suspect
3dd03a5f687d985e3cce250335b5a5d3e5c66f773cf20f7a643ea8fa2446e3d9,2017-03,Humberside Police,Humberside Police,-0.054817,53.571727,On or near MONTAGUE STREET,E01013201,North East Lincolnshire 005C,Unable to prosecute suspect
6974e793ba8a5971e8f575cd380cdb370335324d8904d3da4b7d7402ad01051d,2017-03,Humberside Police,Humberside Police,-0.387997,53.731251,On or near GLOUCESTER STREET,E01012888,Kingston upon Hull 031E,Unable to prosecute suspect
12acc1e61db8eb726b13622f347e6010025ac90894024cde2efe3f6e3dae0240,2017-03,Humberside Police,Humberside Police,-0.650362,53.589466,On or near SHELFORD STREET,E01013330,North Lincolnshire 008D,Unable to prosecute suspect
a3df7097d6fcdf2ffa25bd5fb170abd903a5688c8c1aac261095c5c08c7f2637,2017-03,Humberside Police,Humberside Police,-0.363995,53.753605,On or near CLUMBER STREET,E01012757,Kingston upon Hull 025B,Unable to prosecute suspect
66061b682583af6ff864a7fea016d147111a1fddda1ab1c52289a87d21c0a776,2017-03,Humberside Police,Humberside Police,-0.063844,53.572817,On or near BRADMAN COURT,E01013136,North East Lincolnshire 002A,Unable to prosecute suspect
6b2283d9d895470e2164afc1180b17b5f4d08fe3a09748acdaf2ac12f525a9ca,2017-03,Humberside Police,Humberside Police,-0.072115,53.553030,On or near BRUNEL CLOSE,E01013164,North East Lincolnshire 012D,Unable to prosecute suspect
5e4583f2ec625b5889523693a72660d009f50da3e0145c241ad7a0d2e19e0fbb,2017-03,Humberside Police,Humberside Police,-0.387586,53.740801,On or near BRUNSLOW CLOSE,E01012860,Kingston upon Hull 031B,Unable to prosecute suspect
868d813d75c77ced4fd4bb1d31e44875f670a56c81a5ece33fd6438755ee3713,2017-03,Humberside Police,Humberside Police,-0.337922,53.742073,On or near PRINCES DOCK STREET,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
98cb11489089920c810c3a67fa9a6493bab1f1a61e4c5b052a91a4990dcc4fba,2017-03,Humberside Police,Humberside Police,-0.071387,53.565720,On or near CHURCHILL WAY,E01013142,North East Lincolnshire 002D,Unable to prosecute suspect
c92e7b69f6765dc50f98be7a48b199fb7d7aa6a9701abd224e7088dac74d09c0,2017-03,Humberside Police,Humberside Police,-0.101616,53.574214,On or near STANSTED STREET,E01013218,North East Lincolnshire 003A,Unable to prosecute suspect
80839f7599f461dbb08081ac7cc4ec5027834e33bc262f259e8235237161c687,2017-03,Humberside Police,Humberside Police,-0.385874,53.731663,On or near DEVON STREET,E01012888,Kingston upon Hull 031E,Unable to prosecute suspect
d08e1c120c4298e7f25a8aad52b1f737cb15afa55693faccad6aca73a1a9f72d,2017-03,Humberside Police,Humberside Police,-0.654486,53.592335,On or near FRODINGHAM ROAD,E01013330,North Lincolnshire 008D,Unable to prosecute suspect
6b2283d9d895470e2164afc1180b17b5f4d08fe3a09748acdaf2ac12f525a9ca,2017-03,Humberside Police,Humberside Police,-0.072115,53.553030,On or near BRUNEL CLOSE,E01013164,North East Lincolnshire 012D,Unable to prosecute suspect
39f54cecc31f99f2abefa259633dfe8238bb77df7489af43ac89795900b9780d,2017-03,Humberside Police,Humberside Police,-0.371411,53.737939,On or near ORION CLOSE,E01012893,Kingston upon Hull 030E,Unable to prosecute suspect
348ea836312b57a5e892da1d16eab25678df8ae9d18947869d019c91f9452408,2017-03,Humberside Police,Humberside Police,-0.371402,53.738559,On or near SIRIUS CLOSE,E01012893,Kingston upon Hull 030E,Unable to prosecute suspect
60d8a79096c27b855fa07db25461896c31a3c8cc31f9fb95a544cff1b5c9b594,2017-03,Humberside Police,Humberside Police,-0.037069,53.556109,On or near THE GATHERUMS,E01013130,North East Lincolnshire 018A,Unable to prosecute suspect
41f68ce6e0eafd0aaff0bfcccca782f1fa4d772fc4c580d335029fba104b37b3,2017-03,Humberside Police,Humberside Police,-0.396851,53.751523,On or near AYLESBURY GROVE,E01012775,Kingston upon Hull 028D,Unable to prosecute suspect
476a4b5d940b366d28d442b645c4ec79cbf3fe1e8ad294e868108f891d9dae0e,2017-03,Humberside Police,Humberside Police,-0.031642,53.559850,On or near SHORT STREET,E01013129,North East Lincolnshire 017A,Unable to prosecute suspect
7824a85e832b10519cf7e2007d2283623802ace98f6e0cc9e0785544750142a8,2017-03,Humberside Police,Humberside Police,-0.647077,53.566956,On or near COLLUM LANE,E01013239,North Lincolnshire 017B,Unable to prosecute suspect
867a97a05ba38b01589b12b0871f8acbc584a0af461077b2e208f53e520c8548,2017-03,Humberside Police,Humberside Police,-0.647077,53.566956,On or near COLLUM LANE,E01013239,North Lincolnshire 017B,Unable to prosecute suspect
2bf9834d9da1563a51845f102bdfe7b064d237d20884d0f2c4ac8ebe1695bb5d,2017-03,Humberside Police,Humberside Police,-0.864789,53.715682,On or near PERIWINKLE COURT,E01012998,East Riding of Yorkshire 037B,Unable to prosecute suspect
32ac962413622fec0a8841f25c10de79368d81d3cb74ba472a8f6757ab5f2f18,2017-03,Humberside Police,Humberside Police,-0.057002,53.572158,On or near Shopping Area,E01013136,North East Lincolnshire 002A,Unable to prosecute suspect
528cc8256dec1a7ad0f3eaafd7534b7ef9c8e78da06fc072ac601658d0bd3e40,2017-03,Humberside Police,Humberside Police,-0.057002,53.572158,On or near Shopping Area,E01013136,North East Lincolnshire 002A,Unable to prosecute suspect
26fef951f85e8bfee8d676c6f492da16acf3ea8eb0642df51611c462ea992acc,2017-03,Humberside Police,Humberside Police,-0.650263,53.566947,On or near LINDLEY STREET,E01013239,North Lincolnshire 017B,Unable to prosecute suspect
264f256ede4ae1bfa27bdec7f31cbb7781f024b7644b83ad730a964d06a95f60,2017-03,Humberside Police,Humberside Police,-0.366143,53.735773,On or near SEFTON STREET,E01012889,Kingston upon Hull 030B,Unable to prosecute suspect
c04300a88daf5c6f6adc114a8f63297bcbc3b4ac77d1e8ccc3955639ec7917f7,2017-03,Humberside Police,Humberside Police,-0.169821,53.545629,On or near BUTT LANE,E01013224,North East Lincolnshire 007C,Unable to prosecute suspect
dc0849fda67b1ef43a7e15f9b724db26329e3550f7b30c2d81462ea5af26d74a,2017-03,Humberside Police,Humberside Police,-0.301873,53.753101,On or near ROSMEAD STREET,E01012900,Kingston upon Hull 022C,Unable to prosecute suspect
f16379fcf1c8ac9fb1360d0a94a13b7864843e10d97a2838bbe9e14d3ca183f4,2017-03,Humberside Police,Humberside Police,-0.077393,53.557151,On or near Pedestrian Subway,E01013181,North East Lincolnshire 016A,Unable to prosecute suspect
bd928d9159aea50a08f7e8fcc93619625e48dd95424d54158e9ba992dd9f6842,2017-03,Humberside Police,Humberside Police,-0.177391,54.099521,On or near Supermarket,E01012942,East Riding of Yorkshire 002E,Unable to prosecute suspect
fed1dc51a3cfe22bd1a295fd8136cb34442a6de9b8a7e1a7e684665ccd6ad217,2017-03,Humberside Police,Humberside Police,-0.990307,53.666011,On or near SELBY ROAD,E01013073,East Riding of Yorkshire 042B,Unable to prosecute suspect
5974ad91d884a8f1324780fc6675a707b879bd689afc11da1da25dc6bc0bf2fe,2017-03,Humberside Police,Humberside Police,-0.655496,53.596220,On or near DIGBY STREET,E01013296,North Lincolnshire 008A,Unable to prosecute suspect
d5a093eb5dff39bc1ac625b02a098ffee52e9f75964cf9b8182f641a5ea55ec0,2017-03,Humberside Police,Humberside Police,-0.315645,53.747812,On or near BANNISTER DRIVE,E01012809,Kingston upon Hull 026C,Unable to prosecute suspect
e5788885502c95718ce60fdb1d514f3ce20da197a9b0847a6b0b5f3120ed54f2,2017-03,Humberside Police,Humberside Police,-0.343339,53.756620,On or near GOODRICH CLOSE,E01012856,Kingston upon Hull 024C,Unable to prosecute suspect
bc05e12fbd336da237361b4e939135ff6e475bad1f296f7a8236302704e51fd8,2017-03,Humberside Police,Humberside Police,-0.440787,54.005103,On or near Parking Area,E01012982,East Riding of Yorkshire 045D,Unable to prosecute suspect
f4fdb169c925eeb00e096670e32d524be8096589aaa638bd61237cc2d73976e2,2017-03,Humberside Police,Humberside Police,-0.259449,53.774381,On or near THANET ROAD,E01012833,Kingston upon Hull 009A,Unable to prosecute suspect
630746335107115234950a97b835c2600bd7538198c6eae7f6b41e413543c1a2,2017-03,Humberside Police,Humberside Police,-0.216059,53.615431,On or near ALDEN CLOSE,E01013179,North East Lincolnshire 001F,Unable to prosecute suspect
cd509a238159b450e1699c8da26b4a703d94b82152505a2a4e222513b6cd4365,2017-03,Humberside Police,Humberside Police,-0.338991,53.744578,On or near SAVILE STREET,E01033104,Kingston upon Hull 029E,Unable to prosecute suspect
bb547b18b989eac668d929fa93b37ed66f42909ce97a69f1cc7edf8e9772c851,2017-03,Humberside Police,Humberside Police,-0.485743,53.561526,On or near WESTERN AVENUE,E01013271,North Lincolnshire 011D,Unable to prosecute suspect
169b4fe3bdc14186db1c66b9d8156082e2bda513b10782f7b8d1d2d50229df98,2017-03,Humberside Police,Humberside Police,-0.038078,53.564657,On or near PELHAM ROAD,E01013198,North East Lincolnshire 010B,Unable to prosecute suspect
3efe657a60a7f237e78e9d41c376f4ec28c7434143cba0f08d5fca54a8a32f85,2017-03,Humberside Police,Humberside Police,-0.105761,53.547364,On or near BURWELL DRIVE,E01013208,North East Lincolnshire 019C,Unable to prosecute suspect
0cf16aace22916856a9e42e376fa089da8554ec57dae371ea3d9f65d9194bf08,2017-03,Humberside Police,Humberside Police,-0.854842,53.825769,On or near BELL LANE,E01013023,East Riding of Yorkshire 018B,Unable to prosecute suspect
61d94dd583acbc6228546672702a90990e1784e977bef8fb87f342d00810e944,2017-03,Humberside Police,Humberside Police,-0.341989,53.750471,On or near RODNEY CLOSE,E01012851,Kingston upon Hull 029A,Unable to prosecute suspect
