"","crimes","housePrices","population","femProportion","ythProportion","pubs"
"15371",0,0,0.000307634546728608,0.0100308467462546,0.000124182926614425,-2.08550104938689e-19
"15400",0.104240284686545,0,0.000399924910746335,0.00991833387085334,0.000161437804599096,-2.05366133870923e-19
"15431",-0.104240284686545,0.041021037210496,0.00053323321433088,0.00980582099545206,0.000215250406132239,-2.02182162803154e-19
"15461",-0.0521201423432724,-0.020510518605248,0.000733195669703285,0.00969330812005077,0.000295969308431454,-1.98998191735393e-19
"15492",0.0521201423432724,0.0205105186052477,0.00733195669703601,0.00958079524464949,0.00295969308431554,-1.95814220667624e-19
"15522",0.0521201423432725,-0.0703217780751355,-0.0235670036690451,0.00946828236924821,-0.00951329919958599,-1.92630249599858e-19
"15553",0,0.0244172840538665,0.00628453431174703,0.00935576949384692,0.00253687978655681,-1.89446278532092e-19
"15584",0,0.00177580247664499,-7.21644966006352e-16,0.00924325661844564,-6.66133814775094e-16,-1.86262307464325e-19
"15614",-0.156360427029818,0.000956201333577988,0,0.00913074374304436,3.33066907387547e-16,-1.83078336396564e-19
"15645",0.104240284686545,-0.0574961086658199,-7.49400541621981e-16,0.00901823086764307,-1.11022302462516e-16,-1.79894365328793e-19
"15675",0.104240284686545,0.0431324172202933,0,0.00890571799224179,-2.22044604925031e-16,-1.76710394261027e-19
"15706",-0.0521201423432724,0,7.49400541621981e-16,0.00879320511684051,6.66133814775094e-16,-1.73526423193261e-19
"15737",-0.104240284686545,-0.0869303490653454,-7.49400541621981e-16,0.00868069224143922,-6.66133814775094e-16,-1.70342452125491e-19
"15765",-0.0521201423432726,0.103683018611511,1.48492329543615e-15,0.00856817936603794,3.33066907387547e-16,-1.67158481057724e-19
"15796",0.41696113874618,0.000105566711150473,-2.22044604925031e-15,0.00845566649063666,0,-1.63974509989962e-19
"15826",-0.260600711716362,0.000196052463565577,7.35522753814166e-16,0.00834315361523538,-3.33066907387547e-16,-1.60790538922196e-19
"15857",-0.104240284686545,0.00269572137402219,-0.00628453431174407,0.00823064073983409,-0.00253687978655581,-1.57606567854429e-19
"15887",0,-0.00776367755718521,0.00279312636077424,0.00811812786443281,0.00563565627997886,-1.54422596786663e-19
"15918",0,0.0022644059541792,0.0048879711313588,0.00800561498903153,-0.000280948353432731,-1.51238625718897e-19
"15949",0.156360427029817,-0.00226440595417943,0,0.00789310211363025,-3.33066907387547e-16,-1.4805465465113e-19
"15979",-0.104240284686545,0.0461111277216184,-1.47104550762833e-15,0.00778058923822896,-3.33066907387547e-16,-1.44870683583364e-19
"16010",0.104240284686545,-0.0207911579066302,7.28583859910259e-16,0.00766807636282768,4.44089209850063e-16,-1.41686712515598e-19
"16040",0.156360427029817,0.02079115790663,0,0.0075555634874264,-3.33066907387547e-16,-1.38502741447832e-19
"16071",-0.20848056937309,-0.0481537802421959,6.93889390390723e-18,0.00744305061202511,2.22044604925031e-16,-1.35318770380066e-19
"16102",-0.156360427029818,0.00328573221446815,-6.93889390390723e-18,0.00733053773662383,-3.33066907387547e-16,-1.32134799312299e-19
"16130",0.156360427029818,-0.00328573221446837,7.49400541621981e-16,0.00721802486122255,3.33066907387547e-16,-1.28950828244533e-19
"16161",0,0.0106193513482482,-1.49186218934005e-15,0.00710551198582127,1.11022302462516e-16,-1.25766857176767e-19
"16191",-0.156360427029818,-0.00202394345965584,6.93889390390723e-18,0.00699299911041998,-4.44089209850063e-16,-1.22582886109e-19
"16222",0.156360427029818,0.0020239434596554,-0.00488797113135584,0.0068804862350187,0.000280948353433841,-1.19398915041234e-19
"16252",0.0521201423432724,0.0145852627051458,0.00884490014245484,0.00676797335961742,-0.0105135235552684,-1.16214943973468e-19
"16283",-0.156360427029817,-0.0093165748122287,0.000465521060129905,0.00665546048421613,0.00497581342420073,-1.13030972905702e-19
"16314",0,0.00931657481222836,7.3899220076612e-16,0.00654294760881485,0,-1.09847001837936e-19
"16344",0.156360427029817,-0.0333553217962481,-1.47798440153224e-15,0.00643043473341357,-1.11022302462516e-16,-1.06663030770169e-19
"16375",-0.156360427029817,0.00736108608589536,1.47798440153224e-15,0.00631792185801228,2.22044604925031e-16,-1.03479059702403e-19
"16405",0,-0.00736108608589559,-1.48145384848419e-15,0.006205408982611,-3.33066907387547e-16,-1.00295088634637e-19
"16436",0.156360427029817,0.0569122355402581,1.48145384848419e-15,0.00609289610720972,4.44089209850063e-16,-9.71111175668636e-20
"16467",-0.156360427029817,-0.0210950316842332,-1.47798440153224e-15,0.00598038323180843,-2.22044604925031e-16,-9.39271464991028e-20
"16495",0,0.021095031684233,7.35522753814166e-16,0.00586787035640715,-1.11022302462516e-16,-9.0743175431338e-20
"16526",0,-0.0554680366829526,3.46944695195361e-18,0.00575535748100587,1.11022302462516e-16,-8.75592043635717e-20
"16556",0.104240284686545,0.00663898665724283,-7.40726924242097e-16,0.00564284460560458,-2.22044604925031e-16,-8.43752332958055e-20
"16587",0,-0.00663898665724316,-0.000465521060128425,0.0055303317302033,-0.00497581342420028,-8.11912622280392e-20
"16617",-0.0521201423432725,0.0345596512160073,-0.0181553213450418,0.00541781885480203,0.0154946375941587,-7.8007291160273e-20
"16648",0.260600711716362,-0.0106408389507605,0.00954318173265043,0.00530530597940073,-0.0027715053728784,-7.48233200925067e-20
"16679",-0.20848056937309,0.0106408389507605,-1.73472347597681e-18,0.00519279310399945,-2.22044604925031e-16,-7.16393490247405e-20
"16709",-0.104240284686545,-0.0498489755154181,-7.37257477290143e-16,0.00508028022859817,-2.22044604925031e-16,-6.84553779569742e-20
"16740",-0.0521201423432726,0.0142836488069489,7.35522753814166e-16,0.00496776735319689,4.44089209850063e-16,-6.5271406889208e-20
