"","crimes","housePrices","population","femProportion","ythProportion","pubs"
"15371",-0.260600711716362,-0.0631004080628481,-0.00101405461699522,0.00401890929908361,0.000328228065367697,0.000264194117896946
"15400",0.781802135149087,0.0631004080628477,-0.00131827100209214,0.00397285149615708,0.000426696484979838,0.000281923232654651
"15431",-0.0521201423432724,0.406964402598639,-0.00175769466945838,0.00392679369323058,0.000568928646638489,0.000299652347412356
"15461",-0.938162562178905,-0.266582609362167,-0.00241683017050415,0.00388073589030408,0.000782276889127465,0.000317381462170061
"15492",-0.104240284686545,0.266582609362167,-0.0241683017050447,0.00383467808737758,0.00782276889128042,0.000335110576927767
"15522",0.312720854059635,-0.392885162031927,0.0776838269090719,0.00378862028445108,-0.0251446142934013,0.000352839691685472
"15553",0.0521201423432725,-0.0701400283462044,-0.0207156871757526,0.00374256248152457,0.0067052304782409,0.000370568806443177
"15584",-0.20848056937309,0.0701400283462044,0,0.00369650467859807,-3.33066907387547e-16,0.000388297921200882
"15614",0.521201423432725,-0.492318192764817,-7.21644966006352e-16,0.00365044687567157,-5.55111512312578e-16,0.000406027035958587
"15645",-0.573321565775997,0.176019068036204,1.4432899320127e-15,0.00360438907274506,1.22124532708767e-15,0.000423756150716292
"15675",0.260600711716362,-0.176019068036204,-1.4432899320127e-15,0.00355833126981856,-1.22124532708767e-15,0.000441485265473998
"15706",-0.0521201423432725,0.227819295150971,1.49880108324396e-15,0.00351227346689206,8.88178419700125e-16,0.000459214380231703
"15737",0.260600711716362,0.0621094204607182,-1.55431223447522e-15,0.00346621566396556,-6.66133814775094e-16,0.000476943494989408
"15765",0.20848056937309,-0.0621094204607187,7.7715611723761e-16,0.00342015786103906,3.88578058618805e-16,0.000494672609747113
"15796",-0.677561850462542,-0.26452574699226,5.55111512312578e-17,0.00337410005811255,0,0.000512401724504819
"15826",0.0521201423432725,0.194372293956849,-8.32667268468867e-16,0.00332804225518605,-6.66133814775094e-16,0.000530130839262524
"15857",0.260600711716362,-0.19437229395685,0.0207156871757533,0.00328198445225955,-0.00670523047823934,0.000547859954020229
"15887",-0.41696113874618,0.258993220976855,-0.0307243899685321,0.00323592664933305,0.0201124851217832,0.000565589068777934
"15918",-0.20848056937309,0.0648756834684213,-0.00535349219148579,0.00318986884640655,-0.00335101208265093,0.000583318183535639
"15949",0.20848056937309,-0.0648756834684219,-7.7715611723761e-16,0.00314381104348005,-6.66133814775094e-16,0.000601047298293344
"15979",0.104240284686545,0.151661758949482,5.55111512312578e-17,0.00309775324055354,5.55111512312578e-17,0.00061877641305105
"16010",0.0521201423432725,-0.0109551960063188,7.21644966006352e-16,0.00305169543762704,5.55111512312578e-16,0.000636505527808755
"16040",-0.0521201423432725,0.0109551960063188,-1.49880108324396e-15,0.00300563763470054,-5.55111512312578e-16,0.00065423464256646
"16071",0.20848056937309,-0.0420440614604979,1.49880108324396e-15,0.00295957983177404,5.55111512312578e-16,0.000671963757324165
"16102",0.20848056937309,0.0100668347239304,-1.49880108324396e-15,0.00291352202884754,-6.10622663543836e-16,0.00068969287208187
"16130",0.260600711716362,-0.0100668347239308,1.49880108324396e-15,0.00286746422592103,5.55111512312578e-17,0.000707421986839576
"16161",-0.20848056937309,0.021557458258722,-7.21644966006352e-16,0.00282140642299453,5.55111512312578e-16,0.000725151101597281
"16191",-0.62544170811927,-0.000711894405430513,-5.55111512312578e-17,0.00277534862006803,-8.32667268468867e-16,0.000742880216354986
"16222",0.20848056937309,0.000711894405429847,0.00535349219148651,0.00272929081714153,0.00335101208265215,0.000760609331112691
"16252",0,-0.0734896405055872,-0.014431152864007,0.00268323301421503,-0.0316211577954559,0.000778338445870396
"16283",0.938162562178905,0.0360329258473631,0.00186208424051659,0.00263717521128852,0.0124595668150767,0.000796067560628101
"16314",-0.573321565775997,-0.0360329258473635,7.7715611723761e-16,0.00259111740836202,-3.33066907387547e-16,0.000813796675385807
"16344",0.260600711716362,0.0162595669539832,-7.21644966006352e-16,0.00254505960543552,0,0.000831525790143511
"16375",0.104240284686545,0.0279031423703719,7.21644966006352e-16,0.00249900180250902,0,0.000849254904901217
"16405",-0.20848056937309,-0.0279031423703719,-7.7715611723761e-16,0.00245294399958252,-2.77555756156289e-16,0.000866984019658922
"16436",-0.469081281089452,0.110658877188883,7.7715611723761e-16,0.00240688619665601,5.55111512312578e-16,0.000884713134416627
"16467",0.260600711716362,-0.0274262962240688,-7.21644966006352e-16,0.00236082839372951,-5.55111512312578e-16,0.000902442249174332
"16495",0.469081281089452,0.0274262962240683,7.21644966006352e-16,0.00231477059080301,6.10622663543836e-16,0.000920171363932038
"16526",-0.364840996402907,0.0181809572976148,-7.21644966006352e-16,0.00226871278787651,-5.55111512312578e-17,0.000937900478689743
