"","crimes","housePrices","population","femProportion","ythProportion","pubs"
"15371",0.521201423432725,-0.00169830446563424,-0.000113938721011064,0.00317507606348726,0.00010437317218509,3.62695834675982e-19
"15400",-0.41696113874618,0,-0.000148120337313595,0.00315671074251265,0.000135685123840601,3.57158493688563e-19
"15431",-0.312720854059635,0,-0.000197493783085756,0.00313834542153804,0.000180913498453172,3.51621152701156e-19
"15461",0.0521201423432725,0,-0.000271553951741166,0.00311998010056342,0.000248756060374333,3.46083811713733e-19
"15492",0.104240284686545,0,-0.0027155395174211,0.00310161477958881,0.00248756060373861,3.40546470726304e-19
"15522",0.20848056937309,-1.11022302462516e-16,0.0087285198774234,0.0030832494586142,-0.00799573051201768,3.35009129738885e-19
"15553",-0.312720854059635,1.11022302462516e-16,-0.00232760530064513,0.00306488413763959,0.0021321948032047,3.29471788751465e-19
"15584",0.0521201423432724,0,-6.66133814775094e-16,0.00304651881666498,0,3.23934447764046e-19
"15614",-0.0521201423432724,0,-1.55431223447522e-15,0.00302815349569036,0,3.18397106776626e-19
"15645",0.0521201423432724,0,1.55431223447522e-15,0.00300978817471575,5.55111512312578e-17,3.12859765789206e-19
"15675",0.20848056937309,0.00169830446563435,0,0.00299142285374114,-1.11022302462516e-16,3.07322424801787e-19
"15706",-0.104240284686545,-0.00636864174612883,0,0.00297305753276653,4.44089209850063e-16,3.01785083814367e-19
"15737",-0.20848056937309,-0.0101465366793101,0,0.00295469221179191,-6.66133814775094e-16,2.96247742826948e-19
"15765",0.156360427029817,0.00775503539116018,0,0.0029363268908173,5.55111512312578e-16,2.90710401839528e-19
"15796",0.20848056937309,0,-1.11022302462516e-16,0.00291796156984269,-5.55111512312578e-16,2.85173060852109e-19
"15826",-0.20848056937309,-1.11022302462516e-16,-1.33226762955019e-15,0.00289959624886808,0,2.79635719864689e-19
"15857",0.20848056937309,1.11022302462516e-16,0.00232760530064802,0.00288123092789346,-0.00213219480320415,2.74098378877269e-19
"15887",0,-1.11022302462516e-16,0.0172242792247819,0.00286286560691885,0.0103950145955753,2.6856103788985e-19
"15918",0.0521201423432725,1.11022302462516e-16,-0.0109397449130363,0.00284450028594424,-0.00306531249458297,2.6302369690243e-19
"15949",-0.0521201423432725,-0.0289368510891219,-7.7715611723761e-16,0.00282613496496963,1.11022302462516e-16,2.57486355915011e-19
"15979",0,0.001025568697816,-1.11022302462516e-16,0.00280776964399502,-3.33066907387547e-16,2.51949014927591e-19
"16010",-0.312720854059635,0.0342235445274839,1.11022302462516e-16,0.0027894043230204,5.55111512312578e-16,2.46411673940172e-19
"16040",0.260600711716362,0.000344992012061063,-7.7715611723761e-16,0.00277103900204579,-8.88178419700125e-16,2.40874332952752e-19
"16071",0,0.000574986686768586,1.55431223447522e-15,0.00275267368107118,8.88178419700125e-16,2.35336991965332e-19
"16102",-0.20848056937309,0.00106783241828423,-1.55431223447522e-15,0.00273430836009657,-6.10622663543836e-16,2.29799650977913e-19
"16130",-0.104240284686545,0.0146826957514092,6.66133814775094e-16,0.00271594303912195,3.33066907387547e-16,2.24262309990493e-19
"16161",-0.104240284686545,-0.0422861637640584,1.11022302462516e-16,0.00269757771814734,-2.77555756156289e-16,2.18724969003074e-19
"16191",0.20848056937309,0.0123334644311837,-7.7715611723761e-16,0.00267921239717273,2.77555756156289e-16,2.13187628015654e-19
"16222",0.469081281089452,-0.0123334644311839,0.0109397449130386,0.00266084707619812,0.00306531249458292,2.07650287028234e-19
"16252",0.0521201423432725,0.0739806585316602,-0.022810531946334,0.00264248175522351,-0.0113871763140483,2.02112946040815e-19
"16283",-0.521201423432725,-0.0246568648346464,0.000465521060128982,0.00262411643424889,0.00262827566244134,1.96575605053395e-19
"16314",0.573321565775997,0.0246568648346461,0,0.00260575111327428,-2.77555756156289e-16,1.91038264065976e-19
"16344",-0.312720854059635,-0.0455397197471702,-6.66133814775094e-16,0.00258738579229967,0,1.85500923078556e-19
"16375",0.104240284686545,-0.00188700496106098,1.33226762955019e-15,0.00256902047132506,2.77555756156289e-16,1.79963582091137e-19
"16405",-0.260600711716362,0.00188700496106076,-1.33226762955019e-15,0.00255065515035044,-6.10622663543836e-16,1.74426241103717e-19
"16436",-0.156360427029817,0.0611675803406064,1.55431223447522e-15,0.00253228982937583,6.66133814775094e-16,1.68888900116297e-19
"16467",0.0521201423432724,-0.0324707951313642,-1.55431223447522e-15,0.00251392450840122,-6.10622663543836e-16,1.63351559128878e-19
"16495",-0.0521201423432724,0.0324707951313642,6.66133814775094e-16,0.00249555918742661,4.9960036108132e-16,1.57814218141458e-19
"16526",-0.0521201423432725,-0.0750367523066103,0,0.002477193866452,-2.22044604925031e-16,1.52276877154039e-19
"16556",0.156360427029817,0.00504758102194103,-6.66133814775094e-16,0.00245882854547738,-3.33066907387547e-16,1.46739536166619e-19
"16587",0.41696113874618,-0.00504758102194114,-0.000465521060128538,0.00244046322450277,-0.00262827566244039,1.412021951792e-19
"16617",-0.104240284686545,0.000660388834457626,-0.0079138580221978,0.00242209790352816,0.0119551952419783,1.3566485419178e-19
"16648",0,0.00471738660471199,0.00442245007122866,0.00240373258255355,-0.00334932195854798,1.3012751320436e-19
"16679",-0.312720854059635,-0.00471738660471221,-5.55111512312578e-16,0.00238536726157893,-3.33066907387547e-16,1.24590172216941e-19
"16709",0.0521201423432725,0.0126577196218184,-1.11022302462516e-16,0.00236700194060432,1.11022302462516e-16,1.19052831229521e-19
"16740",0.0521201423432725,-0.00161147320619692,8.88178419700125e-16,0.00234863661962971,-5.55111512312578e-17,1.13515490242102e-19
"16770",0.104240284686545,0.0016114732061967,-1.66533453693773e-15,0.0023302712986551,0,1.07978149254682e-19
"16801",0.260600711716362,-0.0275437748096359,1.66533453693773e-15,0.00231190597768049,2.77555756156289e-16,1.02440808267262e-19
"16832",-0.312720854059635,0.0121604141986211,-1.66533453693773e-15,0.00229354065670587,-2.77555756156289e-16,9.69034672798428e-20
"16861",0.156360427029817,-0.0121604141986212,1.55431223447522e-15,0.00227517533573126,0,9.13661262924232e-20
"16892",0.469081281089452,0.0200770466092758,-6.66133814775094e-16,0.00225681001475665,0,8.58287853050037e-20
"16922",-0.62544170811927,0.00212189089398318,-1.11022302462516e-16,0.00223844469378204,-3.33066907387547e-16,8.02914443175841e-20
"16953",0.0521201423432725,-0.00212189089398329,-0.0044224500712281,0.00222007937280743,0.00334932195854892,7.47541033301645e-20
"16983",0,-0.00159933567326553,0.0218794898260759,0.00220171405183281,-0.0135382395383681,6.9216762342745e-20
"17014",0.0521201423432725,0.00292155873061595,-0.00651729484180985,0.0021833487308582,0.00341979781063584,6.36794213553254e-20
"17045",-0.104240284686545,-0.00292155873061617,0,0.00216498340988359,0,5.81420803679058e-20
"17075",0.20848056937309,0.00306407378854778,0,0.00214661808890898,-5.55111512312578e-17,5.26047393804862e-20
"17106",-0.156360427029817,0.00138952183634222,1.11022302462516e-16,0.00212825276793437,-2.22044604925031e-16,4.70673983930666e-20
"17136",-0.104240284686545,-0.00138952183634256,-1.11022302462516e-16,0.00210988744695976,2.22044604925031e-16,4.1530057405647e-20
"17167",-0.156360427029817,0.00844005855813279,0,0.00209152212598514,5.55111512312578e-17,3.59927164182275e-20
"17198",0.104240284686545,-0.00283050744272395,0,0.00207315680501053,-3.33066907387547e-16,3.04553754308079e-20
"17226",0.20848056937309,0.00283050744272395,0,0.00205479148403592,5.55111512312578e-16,2.49180344433883e-20
"17257",-0.521201423432725,0.00893182348492239,0,0.0020364261630613,-4.9960036108132e-16,1.93806934559687e-20
"17287",0.156360427029817,-0.0072964191851852,0,0.00201806084208669,0,1.38433524685491e-20
"17318",0,0.00729641918518498,0.00651729484180996,0.00199969552111208,-0.00341979781063528,8.30601148112956e-21
"17348",0.156360427029817,-0.0108188284437187,-0.00465521060129337,0.00198133020013747,0.00116894719320482,2.76867049370998e-21
"17379",0.104240284686545,-0.00188700496332561,-0.00418968954116239,0.00196296487916286,0.0028353242140331,-2.7686704937096e-21
"17410",-0.0521201423432725,0.00188700496332539,0,0.00194459955818824,1.11022302462516e-16,-8.30601148112918e-21
"17440",-0.104240284686545,-0.00221408582689597,-1.55431223447522e-15,0.00192623423721363,-2.22044604925031e-16,-1.38433524685488e-20
"17471",0.104240284686545,-0.000779962049877403,1.55431223447522e-15,0.00190786891623902,2.22044604925031e-16,-1.93806934559683e-20
"17501",-0.260600711716362,0.000779962049877181,-6.66133814775094e-16,0.00188950359526441,0,-2.49180344433879e-20
"17532",0.156360427029817,-0.0282799143590683,1.33226762955019e-15,0.00187113827428979,0,-3.04553754308075e-20
"17563",0.260600711716362,0.0133599951296567,-2.66453525910038e-15,0.00185277295331518,-3.33066907387547e-16,-3.59927164182271e-20
"17591",0.104240284686545,-0.0133599951296567,2.66453525910038e-15,0.00183440763234057,3.33066907387547e-16,-4.15300574056467e-20
"17622",-0.104240284686545,0.0254260439984887,-2.22044604925031e-15,0.00181604231136596,0,-4.70673983930662e-20
"17652",0.260600711716362,0.000646973130412287,8.88178419700125e-16,0.00179767699039135,-6.66133814775094e-16,-5.26047393804858e-20
"17683",-0.41696113874618,-0.000646973130412287,0.00418968954116394,0.00177931166941674,-0.00283532421403232,-5.81420803679054e-20
"17713",0.260600711716362,-0.0158104058560556,0.00698281590193806,0.00176094634844213,0.0161233044227828,-6.3679421355325e-20
"17744",-0.260600711716362,0.00855217605844028,-0.00768109749213153,0.00174258102746751,-0.00522632799735812,-6.92167623427446e-20
"17775",0.20848056937309,-0.00855217605844028,-6.66133814775094e-16,0.0017242157064929,-3.33066907387547e-16,-7.47541033301641e-20
"17805",0.156360427029817,-0.0116724735523219,-8.88178419700125e-16,0.00170585038551828,0,-8.02914443175837e-20
"17836",-0.312720854059635,0.0143884128346011,1.55431223447522e-15,0.00168748506454367,3.33066907387547e-16,-8.58287853050033e-20
"17866",-0.20848056937309,-0.0143884128346012,-1.33226762955019e-15,0.00166911974356906,-5.55111512312578e-16,-9.13661262924229e-20
"17897",0.469081281089452,0.0833921407090599,1.33226762955019e-15,0.00165075442259445,8.88178419700125e-16,-9.69034672798425e-20
"17928",-0.469081281089452,-0.0273076575199286,-1.33226762955019e-15,0.00163238910161984,-9.99200722162641e-16,-1.02440808267262e-19
"17956",0.0521201423432725,0.0273076575199287,1.33226762955019e-15,0.00161402378064522,6.66133814775094e-16,-1.07978149254682e-19
"17987",-0.104240284686545,-0.0554887287656879,-1.55431223447522e-15,0.00159565845967061,-2.77555756156289e-16,-1.13515490242101e-19
"18017",0.0521201423432724,0.000436706862915193,2.22044604925031e-16,0.001577293138696,-3.33066907387547e-16,-1.19052831229521e-19
"18048",0.62544170811927,-0.000436706862915082,0.00768109749213353,0.00155892781772139,0.005226327997359,-1.2459017221694e-19
"18078",-0.260600711716362,-0.0256613069550023,-0.0172242792247841,0.00154056249674678,-0.0123226266269211,-1.3012751320436e-19
"18109",-0.156360427029817,0.0132673603404161,0.000931042120261294,0.00152219717577216,0.000934985316102144,-1.35664854191779e-19
"18140",-0.41696113874618,-0.013267360340416,-1.33226762955019e-15,0.00150383185479755,0,-1.41202195179199e-19
"18170",0.312720854059635,0.0351806343236502,-8.88178419700125e-16,0.00148546653382294,0,-1.46739536166619e-19
"18201",0.260600711716362,-0.00432295682140871,1.55431223447522e-15,0.00146710121284833,-3.33066907387547e-16,-1.52276877154038e-19
"18231",0.0521201423432725,0.00432295682140871,-2.44249065417534e-15,0.00144873589187372,5.55111512312578e-17,-1.57814218141458e-19
"18262",0.20848056937309,-0.0310635325891906,1.77635683940025e-15,0.0014303705708991,5.55111512312578e-16,-1.63351559128877e-19
"18293",-0.364840996402907,0.0112088094731861,-2.22044604925031e-16,0.00141200524992449,-5.55111512312578e-16,-1.68888900116297e-19
"18322",0.0521201423432725,-0.0112088094731864,0,0.00139363992894988,2.77555756156289e-16,-1.74426241103717e-19
"18353",0,-0.00356643937783185,-6.66133814775094e-16,0.00137527460797527,-3.33066907387547e-16,-1.79963582091136e-19
"18383",-0.41696113874618,0.0129920291621022,0,0.00135690928700066,3.33066907387547e-16,-1.85500923078556e-19
"18414",0.260600711716362,-0.0129920291621024,-0.000931042120257519,0.00133854396602604,-0.000934985316102144,-1.91038264065975e-19
"18444",-0.104240284686545,0.0585348939155299,0.00349140795096914,0.00132017864505143,0.00350619493538251,-1.96575605053395e-19
"18475",0,-0.0162754177956621,-0.00108621580696888,0.00130181332407682,-0.00109081620211882,-2.02112946040837e-19
"18506",-0.20848056937309,0.0162754177956619,-0.000108621580695356,0.0012834480031022,-0.000109081620212226,-2.0765028702821e-19
"18536",0.312720854059635,-0.0325508355913244,-7.89975132360343e-05,0.00126508268212759,-7.93320874270531e-05,-2.13187628015654e-19
"18567",0.364840996402907,0,-5.92481349241947e-05,0.00124671736115298,-5.94990655694572e-05,-2.18724969003073e-19
