"","crimes","housePrices","population","femProportion","ythProportion","pubs"
"15371",-0.20848056937309,0.00835716757564542,-0.000421573267740311,0.00133511943374332,-0.000125526387976416,0.000264194117896942
"15400",-0.104240284686545,-0.00835716757564553,-0.000548045248060042,0.00132187702770531,-0.000163184304369735,0.000281923232654652
"15431",0.20848056937309,0.000838333403866409,-0.000730726997415859,0.00130863462166731,-0.000217579072493035,0.000299652347412357
"15461",-0.156360427029817,0.00793800087371199,-0.00100474962144587,0.00129539221562931,-0.000299171224677819,0.000317381462170062
"15492",0,-0.00793800087371221,-0.0100474962144565,0.0012821498095913,-0.00299171224677824,0.000335110576927767
"15522",-0.104240284686545,0.0513560980431542,0.0322955235464678,0.0012689074035533,0.00961621793607237,0.000352839691685472
"15553",0.156360427029817,-0.0177400481478649,-0.00861213961239063,0.0012556649975153,-0.00256432478295243,0.000370568806443178
"15584",0.104240284686545,0.0177400481478647,-1.38777878078145e-17,0.00124242259147729,0,0.000388297921200883
"15614",0,-0.0255261451206409,-1.47104550762833e-15,0.00122918018543929,-3.33066907387547e-16,0.000406027035958588
"15645",0.0521201423432725,-0.00497697558754462,1.47104550762833e-15,0.00121593777940129,3.33066907387547e-16,0.000423756150716293
"15675",-0.20848056937309,0.0049769755875444,-1.47104550762833e-15,0.00120269537336328,-2.77555756156289e-16,0.000441485265473998
"15706",0.104240284686545,-0.0170639163001518,1.47104550762833e-15,0.00118945296732528,2.77555756156289e-16,0.000459214380231703
"15737",0.104240284686545,0.00592497093755251,-7.21644966006352e-16,0.00117621056128728,-3.33066907387547e-16,0.000476943494989408
"15765",-0.156360427029817,-0.0273480933390292,-2.77555756156289e-17,0.00116296815524927,3.33066907387547e-16,0.000494672609747114
"15796",0,0.0138973626797649,7.7715611723761e-16,0.00114972574921127,0,0.000512401724504819
"15826",0.521201423432725,0.0043429705095972,-2.24820162486594e-15,0.00113648334317327,-6.10622663543836e-16,0.000530130839262524
"15857",-0.521201423432725,-0.0155329099361847,0.0086121396123936,0.00112324093713526,0.00256432478295332,0.00054785995402023
"15887",-0.104240284686545,-0.00550490810982451,-0.0186208424051717,0.00110999853109726,-0.0065254316920203,0.000565589068777935
"15918",0.260600711716362,0.0321437816647101,0.000698281590195637,0.00109675612505926,0.000698391063057857,0.00058331818353564
"15949",-0.156360427029817,0.00406604640761465,-1.49880108324396e-15,0.00108351371902125,-5.55111512312578e-16,0.000601047298293345
"15979",-0.104240284686545,-0.0117102136539305,-2.77555756156289e-17,0.00107027131298325,2.77555756156289e-16,0.00061877641305105
"16010",0.156360427029817,0.00341547898239647,2.77555756156289e-17,0.00105702890694524,0,0.000636505527808755
"16040",0,-0.00341547898239658,0,0.00104378650090724,-2.77555756156289e-16,0.000654234642566461
"16071",-0.260600711716362,0.116541426431184,1.47104550762833e-15,0.00103054409486924,2.77555756156289e-16,0.000671963757324166
"16102",0.104240284686545,-0.0548552342331959,-2.94209101525666e-15,0.00101730168883123,-2.77555756156289e-16,0.000689692872081871
"16130",0.156360427029817,0.0548552342331957,2.94209101525666e-15,0.00100405928279323,5.55111512312578e-16,0.000707421986839576
"16161",-0.104240284686545,-0.117006887647047,-1.47104550762833e-15,0.000990816876755228,-5.55111512312578e-16,0.000725151101597281
"16191",0.20848056937309,0.00364820959032797,-7.49400541621981e-16,0.000977574470717224,0,0.000742880216354986
"16222",-0.104240284686545,-0.00364820959032797,-0.00069828159019264,0.000964332064679219,-0.000698391063057024,0.000760609331112691
"16252",0.104240284686545,0.0183416882288507,-0.0176898002849126,0.000951089658641217,0.000401579994976253,0.000778338445870397
"16283",-0.312720854059635,-0.00552263452409718,0.00954318173265045,0.000937847252603213,0.000497601065569453,0.000796067560628102
"16314",0.104240284686545,0.00552263452409696,-2.77555756156289e-17,0.000924604846565209,-2.77555756156289e-16,0.000813796675385807
"16344",0.0521201423432724,0.0315004028493755,-7.21644966006352e-16,0.000911362440527206,0,0.000831525790143512
"16375",0.104240284686545,-0.0212728359487849,7.21644966006352e-16,0.000898120034489202,0,0.000849254904901218
"16405",-0.156360427029817,0.0212728359487847,-7.21644966006352e-16,0.000884877628451199,0,0.000866984019658922
"16436",0,-0.117777414737029,7.21644966006352e-16,0.000871635222413195,3.33066907387547e-16,0.000884713134416628
"16467",0,0.0376158714197296,-7.21644966006352e-16,0.000858392816375192,-6.10622663543836e-16,0.000902442249174333
"16495",0.0521201423432724,-0.0376158714197296,1.47104550762833e-15,0.000845150410337188,2.77555756156289e-16,0.000920171363932039
"16526",0.260600711716362,0.0943565381425597,-1.48492329543615e-15,0.000831908004299185,0,0.000937900478689743
"16556",0.0521201423432725,-0.0095623976515502,0,0.000818665598261181,0,0.000955629593447448
"16587",-0.260600711716362,0.00956239765154998,-0.00954318173264967,0.000805423192223178,-0.000497601065569175,0.000973358708205154
"16617",-0.156360427029817,-0.00397214547481428,0.0121035475633604,0.000792180786185169,-0.0182435894929978,0.000991087822962859
"16648",0.0521201423432725,-0.0075763249141434,0.00349140795097133,0.00077893838014717,0.00961939581206839,0.00100881693772056
